Núm,Projeto,Relator,Atribuído a,Prioridade,Gravidade,Freqüência,Versão do Produto,Categoria,Data de Envio,SO,Versão SO,Plataforma,Visibilidade,Atualizado,Resumo,Estado,Resolução,Corrigido na Versão
0002727,Desafio jMeter Project 2,gabriella.gomes,administrator,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002724,Desafio jMeter Project 2,gabriella.gomes,administrator,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002729,Desafio jMeter Project 2,gabriella.gomes,administrator,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002719,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002718,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002720,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002712,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002714,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002716,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002711,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002713,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002715,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002717,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002710,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002707,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002701,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002703,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002705,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002709,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002706,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002702,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002704,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002708,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",novo,aberto,
0002689,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",atribuído,aberto,
0002688,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",atribuído,aberto,
0002690,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",atribuído,aberto,
0002687,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",atribuído,aberto,
0002686,Desafio jMeter Project 2,gabriella.gomes,gabriella.gomes,imediato,obstáculo,sempre,,(Nenhuma Categoria),2019-08-04,Windows,10,Desktop ,privado,2019-08-04,"Et habitant sociosqu lectus imperdiet fermentum orci, leo mattis sollicitudin praesent turpis cubilia venenatis, sodales imperdi",atribuído,aberto,
0002595,Desafio jMeter Project 1,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002594,Desafio jMeter Project 1,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002570,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002593,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002592,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002591,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002590,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002589,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-24,Windows,10,Desktop ,público,2019-07-24,resumo,novo,aberto,
0002588,Desafio jMeter Project 1,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002587,Desafio jMeter Project 1,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002586,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002585,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002584,Desafio jMeter Project 1,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002583,Desafio jMeter Project 1,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002582,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002580,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002581,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002579,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002578,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002577,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002576,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002575,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002574,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002573,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002572,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002571,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002564,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002569,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002568,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002567,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002566,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002565,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002563,Larissa Bicalho's Project,larissa.bicalho,,normal,pequeno,sempre,,(Nenhuma Categoria),2019-07-23,Windows,10,Desktop ,público,2019-07-23,resumo,novo,aberto,
0002497,Desafio jMeter Project 1,lourenco.moreira,fabiano.fernandes,normal,pequeno,não se tentou,,asasasasa,2019-06-29,,,,público,2019-07-22,testes,confirmado,aberto,
0002496,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-07-22,testes,novo,aberto,
0002499,Desafio jMeter Project 1,lourenco.moreira,fabiano.fernandes,normal,pequeno,não se tentou,,asasasasa,2019-06-29,,,,público,2019-07-22,testes,novo,aberto,
0002500,Desafio jMeter Project 1,lourenco.moreira,fabiano.fernandes,normal,pequeno,não se tentou,,asasasasa,2019-07-10,,,,público,2019-07-22,testes,novo,aberto,
0002501,Desafio jMeter Project 1,lourenco.moreira,fabiano.fernandes,normal,pequeno,não se tentou,,a,2019-07-10,,,,público,2019-07-22,testes,novo,aberto,
0002559,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,app_14,2019-07-22,,,,público,2019-07-22,Sumário - ZAITCZOSEF,novo,aberto,
0002503,Desafio jMeter Project 2,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-07-10,,,,público,2019-07-16,testes,atribuído,aberto,
0002502,Desafio jMeter Project 2,lourenco.moreira,,normal,pequeno,não se tentou,,a,2019-07-10,,,,público,2019-07-14,testes,novo,aberto,
0002495,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,testes,novo,aberto,
0002494,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,testes,novo,aberto,
0002493,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,testes,novo,aberto,
0002492,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,testes,novo,aberto,
0002491,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,testes,novo,aberto,
0002490,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdasd,novo,aberto,
0002489,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdasd,novo,aberto,
0002488,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdasd,novo,aberto,
0002487,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,testes,novo,aberto,
0002486,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdas,novo,aberto,
0002485,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdasd,novo,aberto,
0002484,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdasd,novo,aberto,
0002483,Desafio jMeter Project 1,lourenco.moreira,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-29,,,,público,2019-06-29,asdasda,novo,aberto,
0002482,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,app_14,2019-06-25,,,,público,2019-06-25,Sumário - VRSCKFSTXF,novo,aberto,
0002481,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-25,,,,público,2019-06-25,Sumário - LUKIZMEVNB,novo,aberto,
0002480,Desafio jMeter Project 1,templateautomacao,paulo.goncalves,normal,pequeno,não se tentou,,Teste Paulo,2019-06-25,,,,público,2019-06-25,Sumário - ZTIORMLBWC,atribuído,aberto,
0002479,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-25,,,,público,2019-06-25,Sumário - ARQNJAJAYP,novo,aberto,
0002478,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,a,2019-06-25,,,,público,2019-06-25,tetteettes,novo,aberto,
0002477,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-25,,,,público,2019-06-25,dasdasdasd asdas,novo,aberto,
0002476,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,asasasasa,2019-06-25,,,,público,2019-06-25,asdasdas dasas,novo,aberto,
0002475,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,8SDWVXXR6F,2019-06-25,,,,público,2019-06-25,asasasdas,novo,aberto,
0002474,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,principado,2019-06-25,,,,público,2019-06-25,Sumário - EYKZIBSRFN,novo,aberto,
0002473,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-06-25,,,,público,2019-06-25,Sumario Executivo,novo,aberto,
0002434,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,app_14,2019-05-15,,,,público,2019-05-15,9,novo,aberto,
0002433,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-15,,,,público,2019-05-15,7,novo,aberto,
0002432,Desafio jMeter Project 1,nadia.melo,emanuelle.menali,normal,pequeno,não se tentou,,Teste,2019-05-15,,,,público,2019-05-15,5,atribuído,aberto,
0002431,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-15,,,,público,2019-05-15,3,novo,aberto,
0002430,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-15,,,,público,2019-05-15,1,novo,aberto,
0002429,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,app_14,2019-05-15,,,,público,2019-05-15,9,novo,aberto,
0002428,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-15,,,,público,2019-05-15,7,novo,aberto,
0002427,Desafio jMeter Project 1,nadia.melo,emanuelle.menali,normal,pequeno,não se tentou,,Teste,2019-05-15,,,,público,2019-05-15,5,atribuído,aberto,
0002426,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-15,,,,público,2019-05-15,3,novo,aberto,
0002425,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-15,,,,público,2019-05-15,1,novo,aberto,
0002424,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,app_14,2019-05-14,,,,público,2019-05-14,9,novo,aberto,
0002423,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,7,novo,aberto,
0002422,Desafio jMeter Project 1,nadia.melo,emanuelle.menali,normal,pequeno,não se tentou,,Teste,2019-05-14,,,,público,2019-05-14,5,atribuído,aberto,
0002421,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-14,,,,público,2019-05-14,3,novo,aberto,
0002420,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,1,novo,aberto,
0002419,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,7,novo,aberto,
0002418,Desafio jMeter Project 1,nadia.melo,emanuelle.menali,normal,pequeno,não se tentou,,Teste,2019-05-14,,,,público,2019-05-14,5,atribuído,aberto,
0002417,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-14,,,,público,2019-05-14,3,novo,aberto,
0002416,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,1,novo,aberto,
0002415,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,7EI2PODHPN,2019-05-14,,,,público,2019-05-14,x,novo,aberto,
0002414,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,7EI2PODHPN,2019-05-14,,,,público,2019-05-14,a,novo,aberto,
0002413,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,7,novo,aberto,
0002412,Desafio jMeter Project 1,nadia.melo,emanuelle.menali,normal,pequeno,não se tentou,,Teste,2019-05-14,,,,público,2019-05-14,5,atribuído,aberto,
0002411,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-14,,,,público,2019-05-14,3,novo,aberto,
0002410,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,1,novo,aberto,
0002409,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,7EI2PODHPN,2019-05-14,,,,público,2019-05-14,a,novo,aberto,
0002408,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-14,,,,público,2019-05-14,a,novo,aberto,
0002407,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,z,novo,aberto,
0002406,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,a,2019-05-14,,,,público,2019-05-14,z,novo,aberto,
0002405,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,7EI2PODHPN,2019-05-14,,,,público,2019-05-14,x,novo,aberto,
0002404,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,EP1539CF,2019-05-14,,,,público,2019-05-14,.,novo,aberto,
0002403,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,7EI2PODHPN,2019-05-14,,,,público,2019-05-14,.,novo,aberto,
0002402,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,x,novo,aberto,
0002401,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,.,novo,aberto,
0002400,Desafio jMeter Project 1,nadia.melo,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-05-14,,,,público,2019-05-14,.,novo,aberto,
0000801,Desafio jMeter Project 2,jmeter.usr2,,alta,grande,N/D,,(Nenhuma Categoria),2017-05-09,,,,público,2017-05-09,mhpytpvsyslsudbwlqebwwvulqahwuejgnllrlwsnehrdhwszrvbncsewhwhqqscjliosyppynylnagfqcfgenuumvnccsbopbrp,novo,aberto,
0000800,Desafio jMeter Project 1,jmeter.usr2,,alta,trivial,sempre,,(Nenhuma Categoria),2017-05-09,,,,público,2017-05-09,ywjpvpgrczysjfxpljuthgujwawoqwfxydqlscfxanhdcntshvpplsipbjvugxihejgedwqyqbsuqfjmtfdzdpfcrgngaodpjzgp,novo,aberto,
0000799,Desafio jMeter Project 2,jmeter.usr3,,alta,grande,N/D,,(Nenhuma Categoria),2017-05-09,,,,público,2017-05-09,giuctjhduhzmdumnywjgxcnvwugrnsrmkygfbkgarxreazmwmylbcqqanfexolfgfzmfgnxzyuzsbwqthuavvzkqenypsvmvtwqk,novo,aberto,
0000798,Desafio jMeter Project 1,jmeter.usr4,,urgente,travamento,às vezes,,(Nenhuma Categoria),2017-05-09,,,,público,2017-05-09,zknelgpbwtgjxnmomprohlkmwyprptknfyfgjgmdllljuprmvozetufwffdkagmdforgkzpvuyfshrsedadxuhcxvufpxxmmyutn,novo,aberto,
0000797,Desafio jMeter Project 2,jmeter.usr4,,imediato,obstáculo,às vezes,,(Nenhuma Categoria),2017-05-09,,,,público,2017-05-09,ehypocewswvkioonfwtadltgbslrietsioescrepitxslvwektmfyvkokenauynkrwuumxuasphdtygjntwyvnptrbicxstuweab,novo,aberto,
0000796,Desafio jMeter Project 1,jmeter.usr5,,urgente,texto,aleatório,,(Nenhuma Categoria),2017-05-09,,,,público,2017-05-09,ktfnubsfjzcfjyfaysqbnybpkuzqkexzezkecenbdvckvsmvxbkhshjnhybqwwtoblwikfsdxmenutjaluanojlqvvlhgaxluiym,novo,aberto,
